SelectVenue,TasteofFood,QualityofFood,ManuVariety,ValuefortheMoney,OrderAccuracy,SpeedofService,Ambiance,OverallSatisfaction,Recomendation
CrystalsBanquetHall,Fair,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
SevenSeasMarquee,Fair,Good,Fair,Fair,Good,Good,Good,Good,Probablyyes
VictoriaMarquee,Good,Good,Fair,Good,Excellent,Good,Fair,Excellent,Definitelyyes
JumeirahPalace,Good,Excellent,Fair,Good,Excellent,Good,Fair,Excellent,Definitelyyes
JumeirahPalace,Good,Excellent,Excellent,Fair,Excellent,Good,Fair,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Excellent,Good,Fair,Excellent,Good,Good,Excellent,Definitelyyes
PearlMarriageHall,Fair,Good,Good,Fair,Excellent,Good,Good,Good,Definitelyyes
TheCastleMarquee,Fair,Excellent,Excellent,Fair,Excellent,Good,Good,Excellent,Definitelyyes
TheRoyalBanquet,Fair,Fair,Good,Good,Good,Good,Fair,Fair,Probablyyes
TheSheratonMarquee,Good,Good,Good,Good,Fair,Excellent,Good,Excellent,Definitelyyes
StarMarquee,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Definitelyyes
FaisalabadMarriageHall,Good,Fair,Good,Excellent,Excellent,Fair,Excellent,Good,Probablyyes
RoyalPalmMarquee,Fair,Good,Good,Fair,Poor,Fair,Fair,Fair,Probablyyes
VictoriaMarquee,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Good,Probablyyes
KhayyamBanquetHall,Fair,Good,Excellent,Good,Fair,Poor,Fair,Good,Probablyno
BandhanMarriageHall,Fair,Good,Good,Excellent,Good,Fair,Fair,Good,Probablyyes
CrystalsBanquetHall,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,Probablyno
WeddingMarquee,Good,Good,Good,Good,Fair,Good,Good,Good,Definitelyyes
SevenSeasMarquee,Poor,Excellent,Excellent,Good,Good,Fair,Fair,Poor,Definitelyyes
PearlMarriageHall,Excellent,Excellent,Good,Fair,Poor,Fair,Good,Good,Definitelyyes
StarMarquee,Excellent,Fair,Excellent,Good,Good,Fair,Excellent,Fair,Probablyyes
RoyalPalaceMarquee,Fair,Excellent,Fair,Fair,Fair,Fair,Excellent,Good,Probablyyes
WeddingMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Probablyyes
LayalpurMarquee,Fair,Fair,Poor,Fair,Poor,Fair,Poor,Poor,Probablyno
GulistanMarriageHall,Good,Good,Excellent,Good,Fair,Good,Excellent,Fair,Definitelyyes
LaraibBanquet,Excellent,Fair,Good,Excellent,Good,Fair,Good,Fair,Probablyyes
FaisalabadMarriageHall,Good,Excellent,Good,Excellent,Fair,Fair,Good,Excellent,Probablyyes
CrystalsBanquetHall,Fair,Excellent,Excellent,Good,Good,Good,Good,Good,Probablyyes
PearlMarriageHall,Fair,Good,Good,Fair,Fair,Good,Poor,Fair,Probablyno
RoyalPalaceMarquee,Excellent,Good,Excellent,Good,Fair,Good,Fair,Good,Probablyyes
KoheToorMarquee,Excellent,Good,Fair,Excellent,Good,Fair,Good,Fair,Definitelyyes
CrystalsBanquetHall,Fair,Good,Fair,Good,Fair,Excellent,Good,Good,Probablyyes
PearlMarriageHall,Fair,Good,Excellent,Fair,Good,Excellent,Good,Excellent,Definitelyyes
GulistanMarriageHall,Good,Excellent,Excellent,Good,Good,Excellent,Fair,Excellent,Definitelyyes
ParadiseGrandMarquee,Fair,Good,Excellent,Good,Excellent,Good,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Probablyyes
ParadiseGrandMarquee,Good,Good,Fair,Fair,Fair,Good,Fair,Fair,Probablyyes
CrystalsBanquetHall,Fair,Good,Good,Good,Good,Fair,Fair,Fair,Probablyyes
StarMarquee,Good,Good,Excellent,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
KoheToorMarquee,Poor,Good,Fair,Poor,Fair,Good,Fair,Fair,Probablyno
FaisalabadMarriageHall,Fair,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Fair,Poor,Good,Fair,Poor,Fair,Fair,Probablyno
QuilimMarquee,Good,Good,Excellent,Good,Fair,Fair,Good,Fair,Probablyyes
CrystalsBanquetHall,Fair,Fair,Good,Good,Good,Fair,Poor,Good,Probablyno
VictoriaMarquee,Fair,Good,Fair,Excellent,Good,Fair,Good,Good,Definitelyyes
LayalpurMarquee,Fair,Good,Fair,Good,Poor,Good,Poor,Poor,Definitelyno
GulistanMarriageHall,Fair,Fair,Poor,Good,Fair,Fair,Good,Good,Probablyyes
RoyalPalmMarquee,Fair,Good,Excellent,Good,Fair,Fair,Good,Good,Probablyyes
LayalpurMarquee,Fair,Good,Fair,Poor,Fair,Good,Poor,Poor,Definitelyno
CrownPalaceMarquee,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Good,Good,Fair,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
PearlMarriageHall,Fair,Fair,Good,Good,Fair,Poor,Poor,Poor,Definitelyno
TheSheratonMarquee,Excellent,Good,Fair,Excellent,Good,Fair,Good,Good,Definitelyyes
TheSheratonMarquee,Good,Excellent,Good,Good,Good,Fair,Good,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Fair,Good,Good,Fair,Good,Fair,Good,Probablyyes
CrystalsBanquetHall,Excellent,Excellent,Good,Excellent,Good,Fair,Good,Good,Probablyyes
RoyalPalmMarquee,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Excellent,Good,Good,Excellent,Fair,Fair,Excellent,Definitelyyes
TheRoyalBanquet,Good,Excellent,Good,Fair,Good,Good,Excellent,Fair,Probablyyes
TheCastleMarquee,Fair,Excellent,Good,Fair,Fair,Excellent,Good,Good,Probablyyes
ParadiseGrandMarquee,Poor,Fair,Good,Fair,Poor,Fair,Good,Fair,Definitelyno
ParadiseGrandMarquee,Good,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Definitelyyes
WeddingMarquee,Poor,Good,Fair,Fair,Poor,Poor,Fair,Poor,Definitelyno
TheRoyalBanquet,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Probablyno
RoyalPalaceMarquee,Poor,Good,Good,Fair,Excellent,Fair,Fair,Fair,Probablyno
KhayyamBanquetHall,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Good,Excellent,Probablyyes
JumeirahPalace,Fair,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Fair,Probablyyes
RoyalPalmMarquee,Excellent,Good,Good,Excellent,Good,Excellent,Fair,Good,Probablyyes
WeddingMarquee,Fair,Fair,Fair,Good,Poor,Good,Good,Poor,Definitelyno
FaisalabadMarriageHall,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Poor,Good,Good,Fair,Fair,Good,Poor,Fair,Probablyno
TheRoyalBanquet,Fair,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Fair,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Probablyyes
QuilimMarquee,Good,Good,Good,Fair,Good,Fair,Fair,Fair,Probablyno
TheSheratonMarquee,Fair,Excellent,Good,Fair,Good,Excellent,Good,Good,Definitelyyes
FaisalabadMarriageHall,Good,Good,Fair,Excellent,Good,Fair,Fair,Good,Probablyyes
CrownPalaceMarquee,Fair,Excellent,Excellent,Fair,Good,Good,Good,Excellent,Probablyyes
PearlMarriageHall,Good,Fair,Good,Fair,Poor,Fair,Fair,Fair,Probablyno
LayalpurMarquee,Fair,Fair,Poor,Fair,Fair,Good,Good,Fair,Definitelyno
KhayyamBanquetHall,Excellent,Good,Good,Good,Fair,Fair,Good,Good,Probablyyes
TheRoyalBanquet,Good,Good,Fair,Good,Poor,Fair,Poor,Fair,Probablyno
TheRoyalBanquet,Excellent,Excellent,Good,Excellent,Fair,Good,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Good,Good,Excellent,Good,Fair,Good,Probablyyes
ParadiseGrandMarquee,Excellent,Fair,Fair,Good,Fair,Excellent,Excellent,Fair,Probablyno
FaisalabadMarriageHall,Good,Excellent,Excellent,Fair,Good,Good,Good,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Excellent,Excellent,Good,Fair,Excellent,Excellent,Good,Probablyyes
LayalpurMarquee,Good,Good,Good,Fair,Good,Fair,Poor,Fair,Probablyno
RoyalPalaceMarquee,Good,Fair,Fair,Good,Good,Fair,Good,Fair,Probablyno
RoyalPalmMarquee,Good,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Probablyyes
CrownPalaceMarquee,Fair,Excellent,Excellent,Good,Excellent,Poor,Excellent,Good,Probablyno
LaraibBanquet,Excellent,Excellent,Good,Excellent,Fair,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Good,Excellent,Excellent,Good,Fair,Excellent,Excellent,Excellent,Probablyyes
QuilimMarquee,Fair,Excellent,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
CrownPalaceMarquee,Excellent,Excellent,Good,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Good,Fair,Good,Fair,Good,Good,Probablyyes
BandhanMarriageHall,Excellent,Excellent,Good,Excellent,Fair,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Fair,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Excellent,Excellent,Good,Fair,Good,Fair,Good,Good,Probablyyes
QuilimMarquee,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Probablyyes
LayalpurMarquee,Excellent,Excellent,Good,Fair,Good,Good,Good,Excellent,Definitelyyes
VictoriaMarquee,Good,Good,Good,Excellent,Good,Good,Fair,Good,Probablyyes
StarMarquee,Good,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
VictoriaMarquee,Good,Excellent,Excellent,Good,Fair,Good,Good,Good,Probablyyes
RoyalPalaceMarquee,Good,Good,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
QuilimMarquee,Good,Good,Good,Poor,Fair,Good,Good,Good,Probablyyes
RoyalPalmMarquee,Fair,Excellent,Excellent,Fair,Fair,Good,Good,Good,Probablyyes
TheSheratonMarquee,Good,Excellent,Good,Excellent,Fair,Good,Fair,Excellent,Definitelyyes
GulistanMarriageHall,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Probablyyes
BandhanMarriageHall,Good,Good,Good,Excellent,Fair,Good,Excellent,Good,Probablyyes
KhayyamBanquetHall,Excellent,Excellent,Good,Fair,Fair,Good,Good,Good,Definitelyyes
TamaseelMarriageHall,Excellent,Good,Good,Fair,Fair,Good,Good,Good,Probablyyes
VictoriaMarquee,Excellent,Excellent,Excellent,Fair,Poor,Excellent,Excellent,Excellent,Probablyyes
KoheToorMarquee,Good,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Definitelyyes
LayalpurMarquee,Fair,Good,Good,Fair,Fair,Good,Good,Good,Probablyyes
LayalpurMarquee,Good,Good,Fair,Excellent,Fair,Good,Fair,Good,Probablyyes
VictoriaMarquee,Excellent,Excellent,Good,Good,Fair,Good,Good,Excellent,Definitelyyes
SevenSeasMarquee,Good,Excellent,Good,Good,Fair,Good,Fair,Good,Probablyyes
VictoriaMarquee,Good,Excellent,Good,Fair,Good,Good,Excellent,Good,Probablyyes
LayalpurMarquee,Good,Excellent,Good,Fair,Good,Good,Fair,Good,Probablyyes
RoyalPalmMarquee,Excellent,Excellent,Excellent,Good,Fair,Fair,Good,Excellent,Definitelyyes
LayalpurMarquee,Good,Excellent,Good,Good,Excellent,Good,Fair,Excellent,Definitelyyes
CrownPalaceMarquee,Excellent,Excellent,Good,Good,Fair,Good,Fair,Excellent,Definitelyyes
TheCastleMarquee,Excellent,Excellent,Good,Good,Excellent,Good,Fair,Excellent,Definitelyyes
TheSheratonMarquee,Good,Good,Good,Fair,Fair,Good,Fair,Good,Probablyyes
TheSheratonMarquee,Excellent,Excellent,Good,Excellent,Fair,Fair,Good,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Good,Good,Fair,Good,Fair,Good,Definitelyyes
CrystalsBanquetHall,Fair,Good,Good,Fair,Fair,Good,Excellent,Good,Probablyyes
TamaseelMarriageHall,Excellent,Excellent,Excellent,Excellent,Good,Fair,Good,Excellent,Definitelyyes
KoheToorMarquee,Good,Good,Good,Excellent,Good,Good,Fair,Good,Probablyyes
JumeirahPalace,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Definitelyyes
WeddingMarquee,Good,Excellent,Good,Excellent,Good,Fair,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Definitelyyes
RoyalPalaceMarquee,Good,Excellent,Excellent,Fair,Good,Fair,Good,Good,Probablyyes
KhayyamBanquetHall,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Definitelyyes
JumeirahPalace,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Definitelyyes
LaraibBanquet,Good,Fair,Good,Excellent,Excellent,Excellent,Fair,Good,Definitelyyes
TheRoyalBanquet,Good,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Probablyyes
PearlMarriageHall,Good,Good,Excellent,Good,Good,Good,Good,Good,Probablyyes
TheRoyalBanquet,Good,Good,Excellent,Good,Excellent,Fair,Good,Good,Probablyyes
QuilimMarquee,Good,Good,Fair,Good,Good,Good,Fair,Good,Probablyyes
BandhanMarriageHall,Excellent,Excellent,Good,Good,Good,Fair,Good,Excellent,Probablyyes
FaisalabadMarriageHall,Good,Fair,Good,Excellent,Fair,Good,Excellent,Fair,Probablyno
CrownPalaceMarquee,Excellent,Good,Excellent,Good,Good,Good,Good,Excellent,Probablyyes
KhayyamBanquetHall,Fair,Fair,Good,Fair,Fair,Fair,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Good,Fair,Good,Excellent,Fair,Good,Excellent,Probablyyes
TheRoyalBanquet,Good,Good,Fair,Good,Excellent,Excellent,Excellent,Good,Definitelyyes
GulistanMarriageHall,Poor,Fair,Fair,Good,Fair,Fair,Fair,Fair,Probablyno
TheRoyalBanquet,Fair,Good,Excellent,Excellent,Good,Good,Good,Good,Definitelyyes
KoheToorMarquee,Fair,Good,Excellent,Good,Excellent,Good,Good,Good,Definitelyyes
GulistanMarriageHall,Good,Good,Good,Good,Excellent,Good,Good,Good,Definitelyyes
FaisalabadMarriageHall,Excellent,Good,Excellent,Good,Good,Fair,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Probablyyes
JumeirahPalace,Excellent,Good,Excellent,Good,Excellent,Good,Good,Excellent,Probablyyes
CrystalsBanquetHall,Excellent,Fair,Excellent,Good,Fair,Fair,Good,Fair,Probablyno
GulistanMarriageHall,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Probablyyes
KhayyamBanquetHall,Good,Good,Good,Fair,Fair,Fair,Excellent,Fair,Probablyno
TamaseelMarriageHall,Good,Good,Excellent,Excellent,Good,Excellent,Good,Good,Probablyyes
PearlMarriageHall,Good,Fair,Excellent,Good,Excellent,Good,Excellent,Good,Probablyyes
StarMarquee,Good,Good,Excellent,Good,Good,Excellent,Good,Good,Probablyyes
SevenSeasMarquee,Poor,Good,Good,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Fair,Good,Fair,Excellent,Fair,Good,Fair,Good,Definitelyyes
TheSheratonMarquee,Good,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Good,Good,Good,Good,Excellent,Fair,Excellent,Excellent,Probablyyes
JumeirahPalace,Excellent,Good,Excellent,Good,Excellent,Poor,Good,Excellent,Definitelyyes
BandhanMarriageHall,Good,Excellent,Excellent,Excellent,Good,Fair,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Probablyyes
StarMarquee,Good,Excellent,Excellent,Excellent,Excellent,Good,Fair,Excellent,Probablyyes
JumeirahPalace,Poor,Fair,Fair,Good,Good,Excellent,Good,Good,Probablyno
LaraibBanquet,Poor,Poor,Poor,Fair,Fair,Good,Poor,Poor,Definitelyno
JumeirahPalace,Good,Good,Good,Excellent,Excellent,Good,Fair,Fair,Probablyno
QuilimMarquee,Poor,Good,Fair,Fair,Good,Fair,Good,Good,Probablyyes
VictoriaMarquee,Poor,Good,Good,Good,Fair,Good,Fair,Good,Probablyyes
GulistanMarriageHall,Poor,Poor,Poor,Good,Good,Fair,Fair,Fair,Probablyno
KoheToorMarquee,Good,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Good,Probablyyes
BandhanMarriageHall,Good,Good,Excellent,Good,Fair,Good,Fair,Good,Probablyno
TamaseelMarriageHall,Good,Excellent,Good,Good,Good,Excellent,Fair,Good,Probablyyes
BandhanMarriageHall,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Definitelyyes
VictoriaMarquee,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Poor,Probablyno
WeddingMarquee,Excellent,Fair,Good,Fair,Excellent,Good,Excellent,Good,Probablyyes
CrystalsBanquetHall,Poor,Good,Good,Fair,Fair,Fair,Fair,Fair,Probablyyes
QuilimMarquee,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Good,Probablyyes
KoheToorMarquee,Fair,Good,Excellent,Poor,Fair,Fair,Good,Good,Probablyno
KhayyamBanquetHall,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
JumeirahPalace,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,Probablyno
ParadiseGrandMarquee,Fair,Good,Good,Good,Good,Good,Good,Good,Definitelyyes
VictoriaMarquee,Good,Excellent,Excellent,Fair,Fair,Poor,Good,Poor,Definitelyyes
GulistanMarriageHall,Poor,Excellent,Good,Fair,Good,Excellent,Fair,Good,Probablyyes
FaisalabadMarriageHall,Poor,Excellent,Good,Fair,Good,Excellent,Fair,Good,Definitelyyes
BandhanMarriageHall,Good,Fair,Excellent,Fair,Excellent,Excellent,Good,Fair,Probablyyes
TheRoyalBanquet,Fair,Excellent,Fair,Fair,Excellent,Fair,Fair,Good,Probablyyes
JumeirahPalace,Good,Good,Good,Excellent,Excellent,Good,Good,Excellent,Probablyyes
SevenSeasMarquee,Poor,Fair,Poor,Fair,Poor,Fair,Fair,Poor,Probablyno
VictoriaMarquee,Good,Good,Good,Good,Good,Good,Excellent,Good,Probablyyes
CrownPalaceMarquee,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Probablyyes
ParadiseGrandMarquee,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Definitelyyes
RoyalPalaceMarquee,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Fair,Good,Excellent,Good,Excellent,Good,Good,Fair,Definitelyyes
TamaseelMarriageHall,Good,Fair,Good,Fair,Good,Excellent,Excellent,Fair,Probablyyes
PearlMarriageHall,Fair,Excellent,Good,Good,Excellent,Good,Fair,Fair,Definitelyyes
TheCastleMarquee,Fair,Excellent,Good,Fair,Good,Good,Excellent,Excellent,Probablyyes
TheSheratonMarquee,Good,Excellent,Excellent,Good,Good,Fair,Good,Good,Probablyyes
LaraibBanquet,Fair,Good,Good,Good,Poor,Fair,Fair,Fair,Probablyno
GulistanMarriageHall,Good,Good,Fair,Fair,Good,Excellent,Excellent,Fair,Definitelyyes
LayalpurMarquee,Poor,Good,Fair,Good,Fair,Fair,Poor,Poor,Probablyno
WeddingMarquee,Good,Excellent,Good,Excellent,Good,Fair,Fair,Good,Definitelyyes
TheRoyalBanquet,Good,Excellent,Excellent,Excellent,Fair,Good,Good,Excellent,Definitelyyes
TheRoyalBanquet,Good,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Probablyyes
KoheToorMarquee,Fair,Good,Fair,Good,Fair,Good,Fair,Fair,Probablyyes
JumeirahPalace,Good,Excellent,Good,Good,Fair,Fair,Fair,Good,Probablyyes
SevenSeasMarquee,Good,Excellent,Good,Excellent,Good,Excellent,Fair,Good,Definitelyyes
CrownPalaceMarquee,Good,Good,Good,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Good,Fair,Fair,Poor,Fair,Fair,Good,Probablyno
SevenSeasMarquee,Good,Excellent,Good,Excellent,Good,Fair,Fair,Good,Probablyyes
VictoriaMarquee,Poor,Good,Fair,Fair,Poor,Fair,Good,Poor,Probablyno
JumeirahPalace,Fair,Good,Fair,Excellent,Good,Fair,Excellent,Good,Probablyyes
PearlMarriageHall,Good,Good,Excellent,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Fair,Excellent,Fair,Excellent,Fair,Good,Good,Good,Probablyyes
TheRoyalBanquet,Poor,Good,Fair,Fair,Good,Fair,Good,Fair,Probablyno
CrystalsBanquetHall,Good,Good,Excellent,Fair,Excellent,Good,Fair,Excellent,Definitelyyes
TheSheratonMarquee,Poor,Good,Fair,Fair,Poor,Poor,Good,Poor,Definitelyno
StarMarquee,Fair,Good,Excellent,Good,Excellent,Good,Good,Fair,Probablyyes
FaisalabadMarriageHall,Fair,Good,Fair,Good,Fair,Poor,Poor,Fair,Probablyno
RoyalPalmMarquee,Good,Excellent,Good,Excellent,Good,Fair,Fair,Excellent,Definitelyyes
VictoriaMarquee,Fair,Fair,Poor,Poor,Fair,Good,Good,Fair,Probablyno
ParadiseGrandMarquee,Good,Good,Excellent,Excellent,Good,Fair,Good,Good,Definitelyyes
KhayyamBanquetHall,Fair,Poor,Poor,Good,Fair,Fair,Fair,Poor,Definitelyno
BandhanMarriageHall,Fair,Fair,Fair,Poor,Poor,Fair,Good,Fair,Probablyno
WeddingMarquee,Fair,Fair,Good,Good,Fair,Good,Good,Good,Probablyyes
SevenSeasMarquee,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Good,Probablyyes
PearlMarriageHall,Fair,Good,Excellent,Excellent,Good,Excellent,Good,Good,Definitelyyes
StarMarquee,Good,Excellent,Good,Good,Excellent,Good,Fair,Fair,Probablyyes
RoyalPalaceMarquee,Fair,Excellent,Good,Excellent,Good,Fair,Fair,Good,Probablyyes
WeddingMarquee,Fair,Poor,Fair,Poor,Poor,Fair,Good,Poor,Definitelyno
LayalpurMarquee,Good,Good,Fair,Fair,Poor,Good,Good,Fair,Probablyno
GulistanMarriageHall,Good,Good,Fair,Fair,Good,Excellent,Excellent,Good,Probablyyes
GulistanMarriageHall,Poor,Good,Fair,Poor,Fair,Poor,Fair,Poor,Definitelyno
QuilimMarquee,Fair,Fair,Fair,Good,Good,Good,Good,Fair,Probablyno
FaisalabadMarriageHall,Excellent,Good,Good,Fair,Fair,Poor,Fair,Fair,Probablyno
CrystalsBanquetHall,Fair,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Probablyyes
PearlMarriageHall,Good,Fair,Fair,Excellent,Excellent,Good,Good,Good,Probablyno
RoyalPalaceMarquee,Good,Good,Good,Excellent,Fair,Excellent,Excellent,Good,Probablyyes
KoheToorMarquee,Poor,Fair,Fair,Good,Excellent,Fair,Good,Fair,Probablyno
CrystalsBanquetHall,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Good,Probablyyes
PearlMarriageHall,Poor,Fair,Fair,Good,Good,Fair,Good,Poor,Definitelyno
ParadiseGrandMarquee,Fair,Good,Good,Good,Poor,Poor,Fair,Fair,Probablyno
KhayyamBanquetHall,Fair,Good,Good,Good,Fair,Fair,Fair,Fair,Probablyno
ParadiseGrandMarquee,Excellent,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Probablyyes
SevenSeasMarquee,Good,Good,Fair,Fair,Fair,Good,Excellent,Good,Probablyyes
TheCastleMarquee,Poor,Fair,Good,Fair,Fair,Good,Fair,Fair,Probablyno
FaisalabadMarriageHall,Good,Good,Fair,Good,Excellent,Good,Fair,Fair,Probablyno
TheRoyalBanquet,Poor,Excellent,Good,Fair,Fair,Good,Fair,Fair,Probablyno
TamaseelMarriageHall,Poor,Good,Fair,Poor,Fair,Fair,Fair,Poor,Definitelyno
PearlMarriageHall,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Probablyyes
CrystalsBanquetHall,Good,Good,Good,Fair,Poor,Good,Fair,Fair,Probablyno
CrystalsBanquetHall,Good,Fair,Fair,Fair,Good,Good,Good,Fair,Probablyno
GulistanMarriageHall,Fair,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
LaraibBanquet,Fair,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Probablyyes
CrownPalaceMarquee,Fair,Excellent,Excellent,Good,Excellent,Fair,Good,Good,Probablyyes
KhayyamBanquetHall,Good,Excellent,Good,Fair,Excellent,Excellent,Fair,Excellent,Definitelyyes
TheCastleMarquee,Good,Excellent,Good,Fair,Good,Good,Fair,Good,Probablyyes
StarMarquee,Excellent,Fair,Fair,Good,Excellent,Excellent,Good,Good,Probablyno
